TM_Number,transcription_url,committee_avg,committee_min,committee_max,Date_notAfter,text,text_raw
18422,https://papyri.info/ddbdp/p.cair.masp;3;67290/source,-20.46348314606742,-95.0,38.0,0547,παραεδιδαχθηηαυτωνεξουσιαπαρααπαμουσαιουωσευδοξιοσολαμπροτατοσεπεμψενεπηρεαζωντοισπραγμασιντωναποπετοκαιεπιτουτωηγανακτησενκατατησσησθαυμασιοτησθαυμασιοτητοσωσισχυουσησπλεονεκεινουεντοιστοποισκαιανασχομενησταπραγματαβλαβηναιταφροντιζομεναπαρατησαυτωνεξουσιασκαιοιδαακριβωσοτιουδυναταιευδοξιοσολαμπροτατοσπαρελθεινδιατωνπραγματωνουδαμωσειμηβουλομενηστησσησθαυμασιοτητοσσπουδασαισπουδασατετοινυνιναμηυμινγραψωμηκετισυγχωρησαιτινιπαρελθεινδιαυτωνκαιεπηρεαζειναυτοισαλλακαιοσαελαβεναποτωνειρημενωνπραγματωνσπουδασατεαναδοθηναιαυτοισδιαανθρωπωνκατεχομενωνπαρασουουδενγαρανεχομαιτωκυριωευδοξιωπεριτουτουαλλαπαντωσταγεγραμμεναποιησονιναμηευρεθηστηνεκεινουαγανακτησινυπομενωνπλεονγαρτουτουουδενσοιγραφω,"
παρά
 ἐδιδάχθη ἡ αὐτῶν ἐξουσία παρὰ Ἄπα Μουσαίου 
ὡς Εὐδόξιος ὁ λαμπρότατος ἔπεμψεν ἐπηρεάζων τοῖς πράγμασιν τῶν ἀπὸ
Πετο· καὶ ἐπὶ τούτῳ ἠγανάκτησεν κατὰ τῆς σῆς θαυμασιότης, θαυμασιότητος ὡς ἰσχυούσης
πλέον ἐκείνου ἐν τοῖς τόποις, καὶ ἀνασχομένης τὰ πράγματα βλαβῆναι
τὰ φροντιζόμενα παρὰ τῆς αὐτῶν ἐξουσίας. καὶ οἶδα ἀκριβῶς ὅτι οὐ
δύναται Εὐδόξιος ὁ λαμπρότατος παρελθεῖν διὰ τῶν πραγμάτων οὐδαμῶς ?, εἰ
μὴ βουλομένης τῆς σῆς θαυμασιότητος. σπούδασαισπούδασα τε τοίνυν ἵνα μὴ ὑμῖν
γράψω μηκέτι συγχωρῆσαί τινι παρελθεῖν διʼ αὐτῶν καὶ ἐπηρεάζειν αὐτοῖς· 

    ἀλλὰ καὶ ὅσα ἔλαβεν ἀπὸ τῶν εἰρημένων πραγμάτων σπουδάσατε
ἀναδοθῆναι αὐτοῖς διὰ ἀνθρώπων κατεχομένων παρὰ σοῦ· οὐδὲν γὰρ
ἀνέχομαι τῷ κυρίῳ Εὐδοξίῳ περὶ τούτου, ἀλλὰ πάντως τὰ γεγραμμένα
ποίησον, ἵνα μὴ εὑρεθῇς τὴν ἐκείνου ἀγανάκτησιν ὑπομένων 
πλέον γὰρ τούτου οὐδέν σοι γράφω 
"
18459,https://papyri.info/ddbdp/p.cair.masp;3;67353/source,454.2415730337078,398.25,492.5,0569-11-12,βασιλειασκαιυπατειαστουθειοτατουημωνδεσποτουφλαυιουιουστινουτουαιωνιουαυγουστουαυτοκρατοροσετουσπεμπτουαθυρεκκαιδεκατητριτησινδικτιονοσεναντινοουπολειτηλαμπροτατηπρογραμμααποκηρυξεωστεκαιαπαγορευσεωσαπαθεισεχωντασφρενασκαιδιανοιασορθωκαιακριβειλογισμωδιχαπαντοσδολουκαιφοβουκαιβιασκαιαναγκησκαιαπατησενδημοσιωκαιπρακτικωτοπωκαιτουτοδιαπεμπομαιτοισπατρολοοισπατρολωοισμουυιοισεωσονοματοσκαιμονουφημιδηδιονυσιακαιιωαννηκαιπαυλινηκαιανδρεατοισαποβολιμαιοισοιομενοσοιομενοιευρεινυμασβοηθουσεναπασικαιγηροκομουσκαιυποτακτικουσκαιυπηκοουσεκτετωνεναντιωνενηλικιαηληκιαγεγενησθεαντιπαλοιμοιωσκαιμεγαιροιωσεκπειρασεσχοντηνασπλαγχνονυμωνπατροκτασιανκαιαθετητικηνγνωμηνεφοτινοσοβαρησεγεναμηνπαρυμωνποιοτητικαιποσοτητιαποπολυτελουσμεχριασσαριουενοσκαιενοσοβολουειμητοαπονομωντυπωθενμονονφαλκιδιονητοιδωδεκατηνμοιραντουυμωνακληρουκαιουκεξονεξωνετιυμιντουλοιπουονομασαιμεωσπατεραοσονκαιεγωκαγωυμασαπεταξαμηνκαιεβδελυξαμηνεβδελαξαμηναποτουνυνκαιεπιτοναειεξησαπανταπαντεληχρονονωσαποβολιμαιουσκαινοθουσκαιδουλοχειρονασκορακοβρωσιανκορακοκβροσιανγενεσθαικαιομματωρυξιαντουτουτουτροπουυμασπαραχαραττωμηδενλημψασθαιμητεμηνδουναιυπερεμουπεριοντοστεηκαιθνησκοντοσδιατοεμοιορθωσκαιδικαιωσδεδοχθαικαιεξορκιζωπαντακριτηνκαιδικαστηνκαιπανταθρονονκαιαρχηνκαιεξουσιαναειφυλαξαιταεπιτοιστοιουτοισαπαιδευτοισυιοισυπερεμουαπαγορευσεωσκαιαποκηρυξεωσγρατοπονεξορκιζωδεαμακαιτονδημοσιονσκριβακαιταβουλαριονκαιδημεκδικοντηστετησλαμπρασαντινοεωνπολεωσκατατουθεουπροπαντωνκαιτησνικησκαιδιαμονησθειασκαιουρανιαστυχηστωνοικουμενικωνημωνδεσποτωνκαιβασιλεωνφλαυιουφλαυιωνιουστινουκαιαιλιασσοφιαστωναιωνιωναυτοκρατορωντηνσυνηθηαποδημιωσινπροσθεσθαιτοισδιατυπωθεισιδιατυπωνισιπαρεμουορισμοισαειβραβευεινκαιεκφωνησαιπαντηαηττητωσεισεκπληξινμαλιστατωνμελλοντωνταισατουτοιστοισασεβεσιδιαπραξασθαιεχρηνγαρκατατονθειοννομοντουσεαυτωνγονεισακρωστιμαντοεναντιοντουναντιωνδεοιτοιουτοικακιστοιελοιδωρησανκαικατεφρονησαντονπατρικονθεσμονκαιτουτοεξεταξαμετατουπροκειμενουφαλκιδιουτηεμηδιαθηκηκαιεισειδησινπαντωνκυριανουσανκαιβεβαιανπανταχουπροφερομενην,"
 βασιλείας καὶ ὑπατείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Ἰουστίνου
τοῦ αἰωνίου αὐγούστου αὐτοκράτορος ἔτους πέμπτου, Ἁθὺρ ἑκκαι
δεκάτῃ τρίτης ἰνδικτίονος. ἐν Ἀντινόου πόλει τῇ λαμπροτάτῃ. 

    
 πρόγραμμα ἀποκηρύξεώς τε καὶ ἀπαγορεύσεως, ἀπαθεῖς ἔχων τὰς φρένας
καὶ διανοίας, ὀρθῷ καὶ ἀκριβεῖ λογισμῷ, δίχα παντὸς δόλου καὶ φόβου καὶ βίας
καὶ ἀνάγκης καὶ ἀπάτης, ἐν δημοσίῳ καὶ πρακτικῷ τόπῳ. καὶ τοῦτο διαπέμπομαι
τοῖς πατρολοοῖςπατρολωοῖς μου υἱοῖς ἕως ὀνόματος καὶ μόνου, φημὶ δὴ Διονυσίᾳ καὶ 

    Ἰωάννῃ καὶ Παυλίνῃ καὶ Ἀνδρέᾳ τοῖς ἀποβολιμαίοις vestiges

οἰόμενοςοἰομενοι εὑρεῖν ὑμᾶς βοηθοὺς ἐν ἅπασι καὶ γηροκόμους καὶ ὑποτακτικοὺς
καὶ ὑπηκόους· ἔκ τε τῶν ἐναντίων ἐν ἡλικίᾳἡληκίᾳ γεγένησθε ἀντίπαλοί μοι ὡς
καὶ μέγαιροι ὡς ἐκ πείρας ἔσχον τὴν ἄσπλαγχνον ὑμῶν πατροκτασίαν καὶ 

    ἀθετητικὴν γνώμην, ἐφʼ ὅτι νοσοβαρὴς ἐγενάμην παρʼ ὑμῶν vestiges

 ποιότητι καὶ ποσότητι ἀπὸ πολυτελοῦς μέχρι ἀσσαρίου ἑνὸς 
καὶ ἑνὸς  ὀβολοῦ, εἰ μὴ τὸ ἀπὸ νόμων τυπωθὲν μόνον φαλκίδιον ἤτοι δωδεκάτην
μοῖραν τοῦ ὑμῶν ἀκλήρου, καὶ οὐκ ἐξὸνἐξὼν ἔτι ὑμῖν τοῦ λοιποῦ ὀνομάσαι με
ὡς πατέρα, ὅσον καὶ ἐγὼκἀγὼ ὑμᾶς ἀπεταξάμην καὶ ἐβδελυξάμηνἐβδελαξάμην ἀπὸ τοῦ νῦν
καὶ ἐπὶ τὸν ἀεὶ ἑξῆς ἅπαντα παντελῆ χρόνον ὡς ἀποβολιμαίους καὶ νόθους
καὶ δουλοχείρονας vestiges

vestiges κορακοβρωσίανκορακοκβροσίαν γενέσθαι καὶ ὀμματωρυξίαν τούτου τοῦ
τρόπου ὑμᾶς παραχαράττω μηδὲν λήμψασθαι μήτε μὴν δοῦναι ὑπὲρ
ἐμοῦ περιόντος τε ἢ καὶ θνήσκοντος, διὰ τὸ ἐμοὶ ὀρθῶς καὶ δικαίως
δεδόχθαι. καὶ ἐξορκίζω πάντα κριτὴν καὶ δικαστὴν καὶ πάντα θρόνον
καὶ ἀρχὴν καὶ ἐξουσίαν ἀεὶ φυλάξαι τὰ ἐπὶ τοῖς τοιούτοις ἀπαιδεύτοις
υἱοῖς  ὑπὲρ ἐμοῦ ἀπαγορεύσεως καὶ ἀποκηρύξεως γρα

 τόπον. ἐξορκίζω δὲ ἅμα καὶ τὸν δημόσιον σκρίβα καὶ ταβουλάριον
καὶ δημέκδικον τῆς τε τῆς λαμπρᾶς Ἀντινοέων πόλεως
κατὰ τοῦ Θεοῦ πρὸ πάντων καὶ τῆς νίκης καὶ διαμονῆςθείας καὶ οὐρανίας τύχης τῶν
οἰκουμενικῶν ἡμῶν δεσποτῶν καὶ βασιλέων ΦλαυίουΦλαυιων Ἰουστίνου
καὶ Αἰλίας Σοφίας τῶν αἰωνίων αὐτοκρατόρων τὴν συνήθη 

    ἀποδημίωσιν προσθέσθαι τοῖς διατυπωθεῖσιδιατυπωνῖσι παρʼ ἐμοῦ ὁρισμοῖς 
ἀεὶ βραβεύειν καὶ ἐκφωνῆσαι πάντῃ ἀηττήτως εἰς ἔκπληξιν μάλιστα
τῶν μελλόντων τὰ ἴσα τούτοις τοῖς ἀσεβέσι διαπράξασθαι. ἔχρην γὰρ κα
τὰ τὸν θεῖον νόμον τοὺς ἑαυτῶν γονεῖς ἄκρως τιμᾶν. τὸ ἐνάντιοντουναντιων δὲ
οἱ τοιοῦτοι κάκιστοι ἐλοιδώρησαν καὶ κατεφρόνησαν τὸν πατρικὸν
θεσμὸν καὶ τοῦτο ἐξέταξα μετὰ τοῦ προκειμένου φαλκιδίου τῇ ἐμῇ 

    διαθήκῃ καὶ εἰς εἴδησιν πάντων κυρίαν οὖσαν καὶ βεβαίαν πανταχοῦ
προφερομένην  "
18716,https://papyri.info/ddbdp/stud.pal;20;68v/source,11.7443820224719,-42.0,63.5,0206-01-12,σιριοσοδακληροισευδαιμωνδραχμαιβτριωβολονροσοκαιανουβιωνγυμνασιαρχησδραχμαιγενησκοπρεουγυμνασιαρχησδραχμαιβτριωβολονοσοκαιπτολεμαιοσολυμπιονικησγυμνασιαρχησασολυμπιογυμνασιαρχησδραχμαιγτλγτριωβολονπραθησεταιεπεμοιδιαλογισμωνωριγενουστουκαιαπολλοδωρουταμιαεπιδοθεντωνιδετειτυβιιωσδιαγραφειδραχμαιωδραχμαιαθυρκρδημητριοσοκαινουμηρωνοσαιωνιουγυμνασιαρχουταλανταγδραχμαιγηχαλκουσπραχθησεταιεπεμοιδιαλογισμωνωριγενουστουκαιαπολλοδωρουταμιαεπιδοθεντωνιδετειτυβιιζωσδιαγραφειαθυργδραχμαιεχδιωβολον,"
σιριος οδα κληρο ϛ
ις Εὐδαίμων δραχμαὶ β τριώβολον
ρος ὁ καὶ Ἀνουβίων γυμνασιάρχης δραχμαὶ γ vestiges
ενης Κοπρέου γυμνασιάρχης δραχμαὶ β τριώβολον
ος ὁ καὶ Πτολεμαῖος Ὀλυμπιονίκης γυμνασιαρχήσαςὈλυμπιο γυμνασιάρχησ δραχμαὶ Γτλγ τριώβολον
πραθήσεται ἐπʼ ἐμοι διαλογισμῶν Ὠριγένους τοῦ καὶ Ἀπολλοδώ

    ρου ταμία ἐπιδοθέντων ιδ ἔτει Τυβι ιϛ ὡς διαγράφει δραχμαὶ ω
 δραχμαὶ Αθυρ κϛ
ρ Δημήτριος ὁ καὶ Νουμ
ηρωνος αἰωνίου γυμνασιάρχου τάλαντα γ δραχμαὶ Γϡϙη χαλκοῦς
  πραχθήσεται ἐπʼ ἐμοὶ διαλογισμῶν Ὠριγένους τοῦ καὶ Ἀπολ

    λοδώρου ταμία ἐπιδοθέντων ιδ ἔτει Τυβι ιζ ὡς διαγρα

    φει Αθυρ γ δραχμαὶ Εχϙϛ διώβολον
"
18821,https://papyri.info/ddbdp/sb;3;6260/source,-44.0252808988764,-85.75,7.5,0230-06-13,ουιριωαγρικολακαικαττιωκλημεντεινωνειδωνιουνιωνιππαρχουκαικλαυταυρεωνεξαγειαποτησλαμπροτατησλανπροτατησμητροπολεωστησασιασαδριατουφιλοσεβαστουκυζικηνων,"
Οὐιρίῳ Ἀγρικόλᾳ καὶ Καττίῳ Κλημεντείνῳ 

    ν εἰδῶν Ἰουνίων ἱππάρχου 

     καὶ Κλαυ

    ταυρεων ἐξάγει ἀπὸ τῆς 
λαμπροτάτηςλανπροτάτης μητροπόλεως τῆς Ἀσίας Ἁδρια

     τοῦ φιλοσεβάστου Κυζικηνῶν 

     "
19054,https://papyri.info/ddbdp/p.cair.masp;1;67124/source,275.4522471910112,259.5,297.5,0514-12-29,αυρηλιοιχαρισιοσερμαυωτοσκαιβησαριωνδιοσκορουπρωτοκωμηταικωμησαφροδιτησαυρηλιωαπολλωτιδιοσκορουβοηθωτησαυτησχαιρεινομολογουμενδιαταυτησημωνεπιτροπησεγγραφουεπιτρεπομενκαιεντελλομενεντειλομενσοιωστεειχρειακαλεσηκαλεσαιτουσεδανεισασθαιδανισασθαιυπερημωνεντηαντινοεωνκαιδιδοναιυπεροιουδηποτεπραγματοσανηκοντοσενηκοντοστουδημοσιουπραγματοστησαυτησκωμηστουτοηξιωσαμενποιησαικαιετοιμωσεχομενσουπαραγενομενουτηκωμηπαρασχεινσοιοσαδανεισθενταπαρασουυπερτουαυτουπραγματοστησκωμησκαιεισσηνασφαλειανασφαλειπεποιημεθασοιταυτηντηνεπιτροπικηνεφυπογραφησημωνωσπροκειταιαυρηλιοσχαρισιοσερμαυωτοσοπροκειμενοσεπιτρεπομαιτηνεπιτροπικηνεξαλληλεγγυησαλελενγυασωσπροκειταιαυρηλιοσβησαριωνδιοσκορουοπροκειμενοσεπιτρεπομαισοιταυτηνεπιτροπικηνεξαλληλεγγυησαλλεγγυασωσπροκειταιαδριανοσαβρααμιουστρατιωτησαριθμουανταιουμαρτυρωτηεπιτροπικηακουσασπαρατωνθεμενωνοκαισωματιονγραψασ,"

vestiges
 Αὐρήλιοι Χαρίσιος Ἑρμαύωτος
καὶ Βησαρίων Διοσκόρου, πρωτοκωμῆται
κώμης Ἀφροδίτης, Αὐρηλίῳ
Ἀπολλῶτι Διοσκόρου, βοηθῷ τῆς αὐτῆς, χαίρειν. 

    ὁμολογοῦμεν διὰ ταύτης ἡμῶν ἐπιτρο

    πῆς ἐγγράφου ἐπιτρέπομεν καὶ ἐντέλλο

    μένἐντείλομέν σοι, ὥστε εἰ χρεία καλέσῃκαλεσαι τοῦ σε 

    δανείσασθαιδανίσασθαι ὑπὲρ ἡμῶν ἐν τῇ Ἀντινοέων, 

    καὶ διδόναι ὑπὲρ οἵου δήποτε πράγματος
ἀνήκοντοςἐνήκοντος τοῦ δημοσίου πράγματος
τῆς αὐτῆς κώμης, τοῦτο ἠξιώσαμεν ποιῆσαι. 

    καὶ ἑτοίμως ἔχομεν, σοῦ παραγενομένου
τῇ κώμῃ, παρασχεῖν σοι ὅσα δανεισθέντα
παρὰ σοῦ ὑπὲρ τοῦ αὐτοῦ πράγματος τῆς κώμης. 

    καὶ εἰς σὴν ἀσφάλειανἀσφαλει πεποιήμεθά σοι 

    ταύτην τὴν ἐπιτροπικὴν ἐφʼ ὑπογραφῆς
ἡμῶν ὡς πρόκειται. Αὐρήλιος Χαρίσιος
Ἑρμαύωτος ὁ προκείμενος ἐπιτρέπομαι τὴν ἐπιτροπικὴν
ἐξ ἀλληλεγγύηςἀλελενγύας ὡς πρόκειται. Αὐρήλιος Βησαρίων
Διοσκόρου ὁ προκείμενος ἐπιτρέπομαί σοι ταύτην
ἐπιτροπικὴν ἐξ ἀλληλεγγύηςἀλλεγγυας ὡς πρόκειται.
Ἁδριανὸς Ἀβρααμίου στρατιώτης ἀριθμοῦ Ἀνταίου
μαρτυρῶ τῇ ἐπιτροπικῇ ἀκούσας παρὰ τῶν
θεμένων ὁ καὶ σωμάτιον γράψας 
"
19391,https://papyri.info/ddbdp/p.flor;3;379r/source,-37.12078651685394,-87.0,33.5,0113-11-10,δραχμαινδιωβολονιεργαταισδραχμαικεσπεμπτουμερουσαθηναριουδιαχαιρημονοσιθδιωβολονγεωργουμενωνκερρητοσανγδραχμαιβσυμφωνημαδραχμαιιατετρωβολονπετωτοσανακεχωρηκοτοσδραχμαιιβλησαυτωνσυνφορετρωιδραχμαιιηπεριβολουεκεγμερουσεισλαχανειανωγεωργωμετατοθερισθηναιδραγματηγιασεργαταισβκαιονκαιονωικαιονηλατηδραχμαιζλαχανειασδραχμαιιβτετελευτηκοτοσμεταδουναιταυρισ,"
 vestiges
 δραχμαὶ νϛ διώβολον
ι ἐργάταις δραχμαὶ κε
ς πέμπτου μέρους Ἀθηναρίου διὰ Χαιρήμονος ιθ διώβολον
 γεωργουμένων Κερρητος
αν γ δραχμαὶ β
 συμφώνημα δραχμαὶ ια τετρώβολον
 Πετῶτος ἀνακεχωρηκότος δραχμαὶ ιβ
λης αὐτῶν σὺν φορέτρωι 

     δραχμαὶ ιη
 περιβόλου ἐκἐγ μέρους εἰς λαχανείαν
ῳ γεωργῷ μετὰ τὸ θερισθῆναι 

     δραγματηγίας ἐργάταις β καὶ
ον καὶ ὄνωι καὶ ὀνηλάτῃ δραχμαὶ ζ
 λαχανείας δραχμαὶ ιβ
 τετελευτηκότος μεταδοῦναι 

     Ταῦρις 
"
19533,https://papyri.info/ddbdp/p.ryl;2;273/source,-94.7893258426966,-132.5,-62.25000000000001,0179,εκκειταιαποτωνκρατιστωνπροτησχαριτοστωνκυριωνημωναυτοκρατορωνμηνωνηταλανταπδραχμαιβκγημιωβελιονχαλκπεριωνηχθηκαιμαγνοσυπεγραψενπραχθητωεντοσμηνωνκαιεξαυτωντωνενεχομενων,"
 ἔκκειται ἀπὸ τῶν κρατίστων 

    πρὸ τῆς χάριτος τῶν κυρίων ἡμῶν Αὐτοκρα

    τόρων μηνῶν η τάλαντα πϛ δραχμαὶ Βκγ ἡμιωβέλιον  χαλκ   
περὶ ὧν ἤχθη, καὶ Μάγνος ὑπέγραψεν· πραχθήτω ἐν

    τὸς μηνῶν ϛ καὶ ἐξ αὐτῶν τῶν ἐνεχομένων. "
19825,https://papyri.info/ddbdp/p.lond;4;1368/source,614.9185393258426,600.5,627.0,0710-10-20,περιχαλκωματωνλιτρωνμζλογωμασγιδαδαμασκουενονοματιτουθεουκορραβενσζεριχσυμβουλοσβασιλειωδιοικητηκωμησαφροδιτωευχαριστουμεντωθεωκαιμεταταυτατεσσαρακονταεπταλιτρασλιτασχαλκωματαεταξαμενδιατησδιοικησεωσσουλογωχρειασκαιεργασιασκτιζομενουμαγισδαδαμασκουυποαβδερααμανυιονσαλμαντουαμιραλμουμνινκαιουβηειδυιονορμουσεπιτησπαρουσησινδικτιονοσενατησπροστηνυποτεταγμενηνγνωσινκαιτατουτωνενταγιαποιησαντεστοιστωνχωριωνεπεμψαμενσοιενθεμενοιεισαυτα,"
περὶ χαλκωμάτων λιτρῶν μζ λόγῳ μασγιδα Δαμασκοῦ
Arabic
ἐν ὀνόματι τοῦ Θεοῦ Κορρα βεν Σζεριχ σύμβουλος 

    Βασιλείῳ διοικητῇ κώμης Ἀφροδιτώ. εὐχαριστοῦμεν
τῷ Θεῷ καὶ μετὰ ταῦτα. τεσσαράκοντα ἑπτὰ  λίτραςλιτας χαλκώματα 

    ἐτάξαμεν διὰ τῆς διοικήσεώς σου λόγῳ χρείας καὶ ἐργασίας
κτιζομένου μαγισδα Δαμασκοῦ ὑπὸ Ἀβδερααμαν υἱὸν 

    Σαλμαν τοῦ Ἀμιραλμουμνιν καὶ Οὐβηειδ υἱὸν Ὁρμους 

    ἐπὶ τῆς παρούσης ἰνδικτίονος ἐνάτης πρὸς τὴν
ὑποτεταγμένην γνῶσιν καὶ τὰ τούτων ἐντάγια ποιήσαντες
τοῖς τῶν χωρίων ἐπέμψαμέν σοι ἐνθέμενοι εἰς αὐτὰ 

    
"
20062,https://papyri.info/ddbdp/bgu;3;747/source,-92.95786516853931,-130.0,-51.74999999999999,0139-03-30,αυιδιωιηλιοδωρωιτωκρατιστωιηγεμονιπτολεμαιοσστρατηγοσκοπτειτουχαιρειντωνκυριακωνπραγματωνηγεμωνμεγιστεεπιζητουντωνεξαιρετονφροντιδακαισυνεχηεπιμελειανκαιδεδομενωνειστουτοουμονοναξιοχρεωναλλακαιαπειθηνιωναπιθηνιωνμαλισταανθρωπωνουδιελιπονκυριετοισενταισδημοσιαισχρειαιστουνομουουσιρωμαιοισκαιαλεξανδρευσικαιπαλαιστρατιωταισπαλαιστρατιωταισαντιστατουσιτοισπραγμασινπαραινωνπειθεσθαιτοισκελευομενοισκαιοιομενοσμετανοησεινημινημεινεπειχονεπιχονσοιτωκυριωδηλωσαιεπεμενονδεαυτωνκατατοαναγκαιονεπειγομενοσεπιγομενοσυποτησχρειασαναφερεσθαιτωνγαρπραγματωντομεγιστονεστινκαιγνησιωτερονπολληστεπροσεδρειασπροεδριασδεομενονδεομενωναιαπαιτησειστωνοφειλομενωνοφιλομενωντωκυριακωλογωδιοπερεπαγρυπνωπροσφερομενοστηεκπραξεικαιυποχειραχερακαιπροστονδιαλογισμονιισμονκαταμηναμεταπεμπομενοσμετααπομωσιτουσπρακτορασδιακρινωδιακρεινωπροστονεισιονταυπερτησιδιασπρακτωριασλογοναιτουμεναπληροφορεινεπκυτωοσοφειλωτοεξαυτωνεπιχωριπροτρεπυμ,"
Αὐϊδίωι Ἡλιοδώρωι τῷ κρατίστωι ἡγεμόνι
Πτολεμαῖος στρατηγὸς Κοπτείτου χαίρειν. 

    τῶν κυριακῶν πραγμάτων, ἡγεμὼν μέγιστε, 

    ἐπιζητούντων ἐξαίρετον φροντίδα καὶ συνε

    χῆ ἐπιμέλειαν καὶ δεδομένων εἰς τοῦτο οὐ μόνον 

    ἀξιοχρέων, ἀλλὰ καὶ ἀπειθηνίωνἀπιθηνίων μάλιστα ἀν

    θρώπων, οὐ διέλιπον, κύριε, τοῖς ἐν ταῖς δημοσίαις 

    χρείαις τοῦ νομοῦ οὖσι Ῥωμαίοις καὶ Ἀλεξανδρεῦσι 

    καὶ παλαιστρατιώταιςπάλαι στρατιώταις ἀντιστατοῦσι τοῖς πράγμασιν 

    παραινῶν πείθεσθαι τοῖς κελευομένοις, καὶ οἰ

    όμενος μετανοήσειν ἡμῖνἡμεῖν ἐπεῖχόνἐπῖχόν σοι τῷ κυ

    ρίῳ δηλῶσαι. ἐπέμενον δὲ αὐτῶν κατὰ τὸ ἀναγ

    καῖον ἐπειγόμενοςἐπιγόμενος ὑπὸ τῆς χρείας ἀναφέρεσθαι. 

    τῶν γὰρ πραγμάτων τὸ μέγιστόν ἐστιν καὶ γνη

    σιώτερον πολλῆς τε προσεδρείαςπροεδρίας δεόμενονδεόμενων
αἱ ἀπαιτήσεις τῶν ὀφειλομένωνὀφιλομένων τῷ κυριακῷ 

    λόγῳ. διʼ ὅπερ ἐπαγρυπνῶ προσφερόμενος 

    τῇ ἐκπράξει καὶ ὑπὸ χεῖραχε͂ρα καὶ πρὸς τὸν δι

    αλογισμὸνιισμον κατὰ μῆνα μεταπεμπόμενοςμετααπομωσι
τοὺς πράκτορας διακρίνωδιακρείνω πρὸς τὸν εἰσιόν

    τα ὑπὲρ τῆς ἰδίας πρακτωρίας λόγον αἰ

    τούμενα πληροφορεῖν ἐπκυτωος 

    ὀφείλω το ἐξ αὐτῶν. ἐπιχωρι
προτρεπυμ

"
20167,https://papyri.info/ddbdp/bgu;2;455/source,-55.7724719101124,-109.0,10.75,0133,κομωνινεοκορωτουμεγαλουσαραπιδοσιερειαρχιδικαστηκαιπροστηεπιμελειατωνχρηματιστωνκαιτωναλλωνκριτηριωνπαραμαρκουλουκρητιουπουδεντοσστρατιωτουλεγιωνοσδευτερασκαιεικοστησικοστησκεντυριασκοκκηιουπουδεντοστουπροειμενουμοιμουχειρογραφουαντιγραφονυποκειταιλουκιοσλογγινοσφαβουλλοσστρατιωτησκλασσησαλεξανδρεινησλιβερνουσωλουμαρκωλουκρητιωπουδεντιστρατιωτηλεγιωνοσδευτερασκαιεικοστησικοστησκεντουριασπομπηιουπουδεντοσχαιρεινομολογωπεπρακεναισοιτηνυπαρχουσανμοιμητρικηνχορτοθηκηνουσανπερικωμηννεστουεποικιουτησηρακλειδουμεριδοστουαρσινοειτουνομουησγειτονεσνοτουαβροχοσβορρααρσινοησφειβωτοσκαιεπιτιδημοσιαοδοσλιβικηποσιοσαπηλιωτηδημοσιαοδοσκαιεπιτιτιμησαργυριουδραχμωνπαρασουνομισματοσεπειφτριακαδιμιενκυριουουε,"
Κόμωνι νεοκόρῳ τοῦ μεγάλου Σαραπίδος ἱερεῖ ἀρχιδικαστῇ
καὶ πρὸς τῇ ἐπιμελείᾳ τῶν χρηματιστῶν καὶ τῶν ἄλλων 
κριτηρίων 

    παρὰ Μάρκου Λουκρητίου Πούδεντος στρατιώτου λε

    γιῶνος δευτέρας καὶ εἰκοστῆςἰκοστῆς κεντυρίας Κοκκηίου 

    Πούδεντος. τοῦ προειμένου μοιμου χειρογράφου ἀντί

    γραφον ὑπόκειται. 

    Λούκιος Λογγῖνος Φαβοῦλλος στρατιώτης κλάσσης 

    Ἀλεξανδρείνης λιβερνοῦ Σώλου Μάρκῳ Λουκρη

    τίῳ Πούδεντι στρατιώτῃ λεγιῶνος δευτέρας καὶ 

    εἰκοστῆςἰκοστῆς κεντουρίας Πομπηίου Πούδεντος χαί

    ρειν. ὁμολογῶ πεπρακέναι σοι τὴν ὑπάρχουσάν 

    μοι μητρικὴν χορτοθήκην οὖσαν περὶ κώμην
Νέστου ἐποικίου τῆς Ἡρακλείδου μερίδος 

    τοῦ Ἀρσινοείτου νομοῦ, ἧς γείτονες νότου ἄβρο

    χος, βορρᾶ Ἀρσινόης Φειβῶτος καὶ ἐπί τι 
δημοσία ὁδός, λιβὶ κῆπος ιος, ἀπηλιώτῃ
δημοσία ὁδὸς καὶ ἐπί τι  τιμῆς ἀργυρ
ίου δραχμῶν 
παρὰ σοῦ 
νομίσματος 
Ἐπεὶφ τριακάδι 
μιεν
κυρίου ουε
"
